代码,简称,日期,复权净值(元),
004746.OF,易方达上证50增强C,2021-03-23,2.5546,
004746.OF,易方达上证50增强C,2021-03-24,2.5203,
004746.OF,易方达上证50增强C,2021-03-25,2.5218,
004746.OF,易方达上证50增强C,2021-03-26,2.5803,
004746.OF,易方达上证50增强C,2021-03-29,2.5863,
004746.OF,易方达上证50增强C,2021-03-30,2.6235,
004746.OF,易方达上证50增强C,2021-03-31,2.586,
004746.OF,易方达上证50增强C,2021-04-01,2.6178,
004746.OF,易方达上证50增强C,2021-04-02,2.6428,
004746.OF,易方达上证50增强C,2021-04-06,2.6288,
004746.OF,易方达上证50增强C,2021-04-07,2.5881,
004746.OF,易方达上证50增强C,2021-04-08,2.6023,
004746.OF,易方达上证50增强C,2021-04-09,2.5469,
004746.OF,易方达上证50增强C,2021-04-12,2.5024,
004746.OF,易方达上证50增强C,2021-04-13,2.4986,
004746.OF,易方达上证50增强C,2021-04-14,2.498,
004746.OF,易方达上证50增强C,2021-04-15,2.4697,
004746.OF,易方达上证50增强C,2021-04-16,2.4739,
004746.OF,易方达上证50增强C,2021-04-19,2.5298,
004746.OF,易方达上证50增强C,2021-04-20,2.5337,
004746.OF,易方达上证50增强C,2021-04-21,2.5475,
004746.OF,易方达上证50增强C,2021-04-22,2.5341,
004746.OF,易方达上证50增强C,2021-04-23,2.5714,
004746.OF,易方达上证50增强C,2021-04-26,2.5324,
004746.OF,易方达上证50增强C,2021-04-27,2.5477,
004746.OF,易方达上证50增强C,2021-04-28,2.5426,
004746.OF,易方达上证50增强C,2021-04-29,2.5704,
004746.OF,易方达上证50增强C,2021-04-30,2.552,
004746.OF,易方达上证50增强C,2021-05-06,2.5165,
004746.OF,易方达上证50增强C,2021-05-07,2.4872,
004746.OF,易方达上证50增强C,2021-05-10,2.4734,
004746.OF,易方达上证50增强C,2021-05-11,2.5091,
004746.OF,易方达上证50增强C,2021-05-12,2.5146,
004746.OF,易方达上证50增强C,2021-05-13,2.4921,
004746.OF,易方达上证50增强C,2021-05-14,2.5473,
004746.OF,易方达上证50增强C,2021-05-17,2.5875,
004746.OF,易方达上证50增强C,2021-05-18,2.588,
004746.OF,易方达上证50增强C,2021-05-19,2.5739,
004746.OF,易方达上证50增强C,2021-05-20,2.5832,
004746.OF,易方达上证50增强C,2021-05-21,2.538,
004746.OF,易方达上证50增强C,2021-05-24,2.5502,
004746.OF,易方达上证50增强C,2021-05-25,2.6494,
004746.OF,易方达上证50增强C,2021-05-26,2.6629,
004746.OF,易方达上证50增强C,2021-05-27,2.6594,
004746.OF,易方达上证50增强C,2021-05-28,2.6503,
004746.OF,易方达上证50增强C,2021-05-31,2.6448,
004746.OF,易方达上证50增强C,2021-06-01,2.6552,
004746.OF,易方达上证50增强C,2021-06-02,2.6319,
004746.OF,易方达上证50增强C,2021-06-03,2.611,
004746.OF,易方达上证50增强C,2021-06-04,2.6252,
004746.OF,易方达上证50增强C,2021-06-07,2.6051,
004746.OF,易方达上证50增强C,2021-06-08,2.578,
004746.OF,易方达上证50增强C,2021-06-09,2.5953,
004746.OF,易方达上证50增强C,2021-06-10,2.6161,
004746.OF,易方达上证50增强C,2021-06-11,2.5953,
004746.OF,易方达上证50增强C,2021-06-15,2.5633,
004746.OF,易方达上证50增强C,2021-06-16,2.5397,
004746.OF,易方达上证50增强C,2021-06-17,2.5329,
004746.OF,易方达上证50增强C,2021-06-18,2.5119,
004746.OF,易方达上证50增强C,2021-06-21,2.4946,
004746.OF,易方达上证50增强C,2021-06-22,2.5201,
004746.OF,易方达上证50增强C,2021-06-23,2.5162,
004746.OF,易方达上证50增强C,2021-06-24,2.5211,
004746.OF,易方达上证50增强C,2021-06-25,2.5588,
004746.OF,易方达上证50增强C,2021-06-28,2.5512,
004746.OF,易方达上证50增强C,2021-06-29,2.5265,
004746.OF,易方达上证50增强C,2021-06-30,2.5338,
004746.OF,易方达上证50增强C,2021-07-01,2.5598,
004746.OF,易方达上证50增强C,2021-07-02,2.471,
004746.OF,易方达上证50增强C,2021-07-05,2.4445,
004746.OF,易方达上证50增强C,2021-07-06,2.4482,
004746.OF,易方达上证50增强C,2021-07-07,2.4634,
004746.OF,易方达上证50增强C,2021-07-08,2.4127,
004746.OF,易方达上证50增强C,2021-07-09,2.4129,
004788.OF,富荣沪深300增强A,2020-10-09,1.6723,
004788.OF,富荣沪深300增强A,2020-10-12,1.7276,
004788.OF,富荣沪深300增强A,2020-10-13,1.74,
004788.OF,富荣沪深300增强A,2020-10-14,1.7301,
004788.OF,富荣沪深300增强A,2020-10-15,1.729,
004788.OF,富荣沪深300增强A,2020-10-16,1.7228,
004788.OF,富荣沪深300增强A,2020-10-19,1.6964,
004788.OF,富荣沪深300增强A,2020-10-20,1.7175,
004788.OF,富荣沪深300增强A,2020-10-21,1.7177,
004788.OF,富荣沪深300增强A,2020-10-22,1.7073,
004788.OF,富荣沪深300增强A,2020-10-23,1.679,
004788.OF,富荣沪深300增强A,2020-10-26,1.6579,
004788.OF,富荣沪深300增强A,2020-10-27,1.6557,
004788.OF,富荣沪深300增强A,2020-10-28,1.6788,
004788.OF,富荣沪深300增强A,2020-10-29,1.703,
004788.OF,富荣沪深300增强A,2020-10-30,1.6786,
004788.OF,富荣沪深300增强A,2020-11-02,1.6707,
004788.OF,富荣沪深300增强A,2020-11-03,1.6798,
004788.OF,富荣沪深300增强A,2020-11-04,1.6984,
004788.OF,富荣沪深300增强A,2020-11-05,1.7237,
004788.OF,富荣沪深300增强A,2020-11-06,1.7195,
004788.OF,富荣沪深300增强A,2020-11-09,1.758,
004788.OF,富荣沪深300增强A,2020-11-10,1.7701,
004788.OF,富荣沪深300增强A,2020-11-11,1.7511,
004788.OF,富荣沪深300增强A,2020-11-12,1.757,
004788.OF,富荣沪深300增强A,2020-11-13,1.7309,
004788.OF,富荣沪深300增强A,2020-11-16,1.7488,
004788.OF,富荣沪深300增强A,2020-11-17,1.7394,
004788.OF,富荣沪深300增强A,2020-11-18,1.7226,
004788.OF,富荣沪深300增强A,2020-11-19,1.7444,
004788.OF,富荣沪深300增强A,2020-11-20,1.7585,
004788.OF,富荣沪深300增强A,2020-11-23,1.7777,
004788.OF,富荣沪深300增强A,2020-11-24,1.7702,
004788.OF,富荣沪深300增强A,2020-11-25,1.7363,
004788.OF,富荣沪深300增强A,2020-11-26,1.744,
004788.OF,富荣沪深300增强A,2020-11-27,1.7591,
004788.OF,富荣沪深300增强A,2020-11-30,1.7347,
004788.OF,富荣沪深300增强A,2020-12-01,1.7752,
004788.OF,富荣沪深300增强A,2020-12-02,1.7706,
004788.OF,富荣沪深300增强A,2020-12-03,1.7801,
004788.OF,富荣沪深300增强A,2020-12-04,1.7907,
004788.OF,富荣沪深300增强A,2020-12-07,1.7869,
004788.OF,富荣沪深300增强A,2020-12-08,1.7906,
004788.OF,富荣沪深300增强A,2020-12-09,1.7654,
004788.OF,富荣沪深300增强A,2020-12-10,1.7686,
004788.OF,富荣沪深300增强A,2020-12-11,1.7638,
004788.OF,富荣沪深300增强A,2020-12-14,1.7796,
004788.OF,富荣沪深300增强A,2020-12-15,1.7862,
004788.OF,富荣沪深300增强A,2020-12-16,1.7928,
004788.OF,富荣沪深300增强A,2020-12-17,1.8329,
004788.OF,富荣沪深300增强A,2020-12-18,1.831,
004788.OF,富荣沪深300增强A,2020-12-21,1.8457,
004788.OF,富荣沪深300增强A,2020-12-22,1.8282,
004788.OF,富荣沪深300增强A,2020-12-23,1.8414,
004788.OF,富荣沪深300增强A,2020-12-24,1.8294,
004788.OF,富荣沪深300增强A,2020-12-25,1.8459,
004788.OF,富荣沪深300增强A,2020-12-28,1.8738,
004788.OF,富荣沪深300增强A,2020-12-29,1.8602,
004788.OF,富荣沪深300增强A,2020-12-30,1.8862,
004788.OF,富荣沪深300增强A,2020-12-31,1.9387,
004788.OF,富荣沪深300增强A,2021-01-04,1.9525,
004788.OF,富荣沪深300增强A,2021-01-05,1.9789,
004788.OF,富荣沪深300增强A,2021-01-06,2.0104,
004788.OF,富荣沪深300增强A,2021-01-07,2.0571,
004788.OF,富荣沪深300增强A,2021-01-08,2.0283,
004788.OF,富荣沪深300增强A,2021-01-11,1.9898,
004788.OF,富荣沪深300增强A,2021-01-12,2.0576,
004788.OF,富荣沪深300增强A,2021-01-13,2.0435,
004788.OF,富荣沪深300增强A,2021-01-14,1.9961,
004788.OF,富荣沪深300增强A,2021-01-15,1.9845,
004788.OF,富荣沪深300增强A,2021-01-18,2.0129,
004788.OF,富荣沪深300增强A,2021-01-19,1.9756,
004788.OF,富荣沪深300增强A,2021-01-20,1.9947,
004788.OF,富荣沪深300增强A,2021-01-21,2.0345,
004788.OF,富荣沪深300增强A,2021-01-22,2.0494,
004788.OF,富荣沪深300增强A,2021-01-25,2.0819,
004788.OF,富荣沪深300增强A,2021-01-26,2.0464,
004788.OF,富荣沪深300增强A,2021-01-27,2.0681,
004788.OF,富荣沪深300增强A,2021-01-28,2.0314,
004788.OF,富荣沪深300增强A,2021-01-29,2.0284,
004788.OF,富荣沪深300增强A,2021-02-01,2.0287,
004788.OF,富荣沪深300增强A,2021-02-02,2.0599,
004788.OF,富荣沪深300增强A,2021-02-03,2.0627,
004788.OF,富荣沪深300增强A,2021-02-04,2.053,
004788.OF,富荣沪深300增强A,2021-02-05,2.0842,
004788.OF,富荣沪深300增强A,2021-02-08,2.1012,
004788.OF,富荣沪深300增强A,2021-02-09,2.1514,
004788.OF,富荣沪深300增强A,2021-02-10,2.2024,
004788.OF,富荣沪深300增强A,2021-02-18,2.1977,
004788.OF,富荣沪深300增强A,2021-02-19,2.1685,
004788.OF,富荣沪深300增强A,2021-02-22,2.0774,
004788.OF,富荣沪深300增强A,2021-02-23,2.0706,
004788.OF,富荣沪深300增强A,2021-02-24,2.0179,
004788.OF,富荣沪深300增强A,2021-02-25,2.0136,
004788.OF,富荣沪深300增强A,2021-02-26,1.9685,
004788.OF,富荣沪深300增强A,2021-03-01,1.9882,
004788.OF,富荣沪深300增强A,2021-03-02,1.9656,
004788.OF,富荣沪深300增强A,2021-03-03,1.9878,
004788.OF,富荣沪深300增强A,2021-03-04,1.9289,
004788.OF,富荣沪深300增强A,2021-03-05,1.9285,
004788.OF,富荣沪深300增强A,2021-03-08,1.8662,
004788.OF,富荣沪深300增强A,2021-03-09,1.8349,
004788.OF,富荣沪深300增强A,2021-03-10,1.8606,
004788.OF,富荣沪深300增强A,2021-03-11,1.8952,
004788.OF,富荣沪深300增强A,2021-03-12,1.9116,
004788.OF,富荣沪深300增强A,2021-03-15,1.8642,
004788.OF,富荣沪深300增强A,2021-03-16,1.8831,
004788.OF,富荣沪深300增强A,2021-03-17,1.894,
004788.OF,富荣沪深300增强A,2021-03-18,1.9225,
004788.OF,富荣沪深300增强A,2021-03-19,1.8849,
004788.OF,富荣沪深300增强A,2021-03-22,1.9017,
004788.OF,富荣沪深300增强A,2021-03-23,1.8918,
004788.OF,富荣沪深300增强A,2021-03-24,1.8783,
004788.OF,富荣沪深300增强A,2021-03-25,1.8784,
004788.OF,富荣沪深300增强A,2021-03-26,1.9175,
004788.OF,富荣沪深300增强A,2021-03-29,1.9207,
004788.OF,富荣沪深300增强A,2021-03-30,1.934,
004788.OF,富荣沪深300增强A,2021-03-31,1.9084,
004788.OF,富荣沪深300增强A,2021-04-01,1.9435,
004788.OF,富荣沪深300增强A,2021-04-02,1.9774,
004788.OF,富荣沪深300增强A,2021-04-06,1.9722,
004788.OF,富荣沪深300增强A,2021-04-07,1.9431,
004788.OF,富荣沪深300增强A,2021-04-08,1.9575,
004788.OF,富荣沪深300增强A,2021-04-09,1.9366,
004788.OF,富荣沪深300增强A,2021-04-12,1.9092,
004788.OF,富荣沪深300增强A,2021-04-13,1.8863,
004788.OF,富荣沪深300增强A,2021-04-14,1.9197,
004788.OF,富荣沪深300增强A,2021-04-15,1.9075,
004788.OF,富荣沪深300增强A,2021-04-16,1.9141,
004788.OF,富荣沪深300增强A,2021-04-19,1.9467,
004788.OF,富荣沪深300增强A,2021-04-20,1.9451,
004788.OF,富荣沪深300增强A,2021-04-21,1.97,
004788.OF,富荣沪深300增强A,2021-04-22,1.976,
004788.OF,富荣沪深300增强A,2021-04-23,2.0007,
004788.OF,富荣沪深300增强A,2021-04-26,1.9859,
004788.OF,富荣沪深300增强A,2021-04-27,1.9925,
004788.OF,富荣沪深300增强A,2021-04-28,2.0179,
004788.OF,富荣沪深300增强A,2021-04-29,2.0163,
004788.OF,富荣沪深300增强A,2021-04-30,2.0201,
004788.OF,富荣沪深300增强A,2021-05-06,2.015,
004788.OF,富荣沪深300增强A,2021-05-07,1.9919,
004788.OF,富荣沪深300增强A,2021-05-10,1.985,
004788.OF,富荣沪深300增强A,2021-05-11,2.0015,
004788.OF,富荣沪深300增强A,2021-05-12,2.0189,
004788.OF,富荣沪深300增强A,2021-05-13,2.0024,
004788.OF,富荣沪深300增强A,2021-05-14,2.0266,
004788.OF,富荣沪深300增强A,2021-05-17,2.0642,
004788.OF,富荣沪深300增强A,2021-05-18,2.0655,
004788.OF,富荣沪深300增强A,2021-05-19,2.0621,
004788.OF,富荣沪深300增强A,2021-05-20,2.0699,
004788.OF,富荣沪深300增强A,2021-05-21,2.0509,
004788.OF,富荣沪深300增强A,2021-05-24,2.0602,
004788.OF,富荣沪深300增强A,2021-05-25,2.1216,
004788.OF,富荣沪深300增强A,2021-05-26,2.0992,
004788.OF,富荣沪深300增强A,2021-05-27,2.0993,
004788.OF,富荣沪深300增强A,2021-05-28,2.0872,
004788.OF,富荣沪深300增强A,2021-05-31,2.0971,
004788.OF,富荣沪深300增强A,2021-06-01,2.1008,
004788.OF,富荣沪深300增强A,2021-06-02,2.0824,
004788.OF,富荣沪深300增强A,2021-06-03,2.0773,
004788.OF,富荣沪深300增强A,2021-06-04,2.0882,
004788.OF,富荣沪深300增强A,2021-06-07,2.0958,
004788.OF,富荣沪深300增强A,2021-06-08,2.0675,
004788.OF,富荣沪深300增强A,2021-06-09,2.056,
004788.OF,富荣沪深300增强A,2021-06-10,2.0754,
004788.OF,富荣沪深300增强A,2021-06-11,2.0614,
004788.OF,富荣沪深300增强A,2021-06-15,2.0425,
004788.OF,富荣沪深300增强A,2021-06-16,2.0176,
004788.OF,富荣沪深300增强A,2021-06-17,2.0147,
004788.OF,富荣沪深300增强A,2021-06-18,2.0115,
004788.OF,富荣沪深300增强A,2021-06-21,2.0136,
004788.OF,富荣沪深300增强A,2021-06-22,2.0206,
004788.OF,富荣沪深300增强A,2021-06-23,2.0305,
004788.OF,富荣沪深300增强A,2021-06-24,2.0286,
004788.OF,富荣沪深300增强A,2021-06-25,2.0605,
004788.OF,富荣沪深300增强A,2021-06-28,2.0674,
004788.OF,富荣沪深300增强A,2021-06-29,2.0517,
004788.OF,富荣沪深300增强A,2021-06-30,2.063,
004788.OF,富荣沪深300增强A,2021-07-01,2.0614,
004788.OF,富荣沪深300增强A,2021-07-02,1.9941,
004788.OF,富荣沪深300增强A,2021-07-05,1.9975,
004788.OF,富荣沪深300增强A,2021-07-06,2.0028,
004788.OF,富荣沪深300增强A,2021-07-07,2.0357,
004788.OF,富荣沪深300增强A,2021-07-08,2.0237,
004788.OF,富荣沪深300增强A,2021-07-09,2.0147,
004789.OF,富荣沪深300增强C,2020-10-09,1.6673,
004789.OF,富荣沪深300增强C,2020-10-12,1.7224,
004789.OF,富荣沪深300增强C,2020-10-13,1.7348,
004789.OF,富荣沪深300增强C,2020-10-14,1.7249,
004789.OF,富荣沪深300增强C,2020-10-15,1.7238,
004789.OF,富荣沪深300增强C,2020-10-16,1.7176,
004789.OF,富荣沪深300增强C,2020-10-19,1.6913,
004789.OF,富荣沪深300增强C,2020-10-20,1.7123,
004789.OF,富荣沪深300增强C,2020-10-21,1.7125,
004789.OF,富荣沪深300增强C,2020-10-22,1.7021,
004789.OF,富荣沪深300增强C,2020-10-23,1.6739,
004789.OF,富荣沪深300增强C,2020-10-26,1.6528,
004789.OF,富荣沪深300增强C,2020-10-27,1.6506,
004789.OF,富荣沪深300增强C,2020-10-28,1.6737,
004789.OF,富荣沪深300增强C,2020-10-29,1.6978,
004789.OF,富荣沪深300增强C,2020-10-30,1.6734,
004789.OF,富荣沪深300增强C,2020-11-02,1.6656,
004789.OF,富荣沪深300增强C,2020-11-03,1.6746,
004789.OF,富荣沪深300增强C,2020-11-04,1.6932,
004789.OF,富荣沪深300增强C,2020-11-05,1.7184,
004789.OF,富荣沪深300增强C,2020-11-06,1.7142,
004789.OF,富荣沪深300增强C,2020-11-09,1.7526,
004789.OF,富荣沪深300增强C,2020-11-10,1.7646,
004789.OF,富荣沪深300增强C,2020-11-11,1.7457,
004789.OF,富荣沪深300增强C,2020-11-12,1.7515,
004789.OF,富荣沪深300增强C,2020-11-13,1.7255,
004789.OF,富荣沪深300增强C,2020-11-16,1.7434,
004789.OF,富荣沪深300增强C,2020-11-17,1.734,
004789.OF,富荣沪深300增强C,2020-11-18,1.7172,
004789.OF,富荣沪深300增强C,2020-11-19,1.7389,
004789.OF,富荣沪深300增强C,2020-11-20,1.7531,
004789.OF,富荣沪深300增强C,2020-11-23,1.7721,
004789.OF,富荣沪深300增强C,2020-11-24,1.7646,
004789.OF,富荣沪深300增强C,2020-11-25,1.7309,
004789.OF,富荣沪深300增强C,2020-11-26,1.7385,
004789.OF,富荣沪深300增强C,2020-11-27,1.7536,
004789.OF,富荣沪深300增强C,2020-11-30,1.7292,
004789.OF,富荣沪深300增强C,2020-12-01,1.7697,
004789.OF,富荣沪深300增强C,2020-12-02,1.765,
004789.OF,富荣沪深300增强C,2020-12-03,1.7745,
004789.OF,富荣沪深300增强C,2020-12-04,1.7851,
004789.OF,富荣沪深300增强C,2020-12-07,1.7813,
004789.OF,富荣沪深300增强C,2020-12-08,1.7849,
004789.OF,富荣沪深300增强C,2020-12-09,1.7598,
004789.OF,富荣沪深300增强C,2020-12-10,1.763,
004789.OF,富荣沪深300增强C,2020-12-11,1.7582,
004789.OF,富荣沪深300增强C,2020-12-14,1.774,
004789.OF,富荣沪深300增强C,2020-12-15,1.7805,
004789.OF,富荣沪深300增强C,2020-12-16,1.7871,
004789.OF,富荣沪深300增强C,2020-12-17,1.8271,
004789.OF,富荣沪深300增强C,2020-12-18,1.8252,
004789.OF,富荣沪深300增强C,2020-12-21,1.8398,
004789.OF,富荣沪深300增强C,2020-12-22,1.8224,
004789.OF,富荣沪深300增强C,2020-12-23,1.8355,
004789.OF,富荣沪深300增强C,2020-12-24,1.8235,
004789.OF,富荣沪深300增强C,2020-12-25,1.84,
004789.OF,富荣沪深300增强C,2020-12-28,1.8678,
004789.OF,富荣沪深300增强C,2020-12-29,1.8542,
004789.OF,富荣沪深300增强C,2020-12-30,1.8801,
004789.OF,富荣沪深300增强C,2020-12-31,1.9325,
004789.OF,富荣沪深300增强C,2021-01-04,1.9461,
004789.OF,富荣沪深300增强C,2021-01-05,1.9725,
004789.OF,富荣沪深300增强C,2021-01-06,2.0039,
004789.OF,富荣沪深300增强C,2021-01-07,2.0504,
004789.OF,富荣沪深300增强C,2021-01-08,2.0217,
004789.OF,富荣沪深300增强C,2021-01-11,1.9833,
004789.OF,富荣沪深300增强C,2021-01-12,2.0509,
004789.OF,富荣沪深300增强C,2021-01-13,2.0368,
004789.OF,富荣沪深300增强C,2021-01-14,1.9896,
004789.OF,富荣沪深300增强C,2021-01-15,1.978,
004789.OF,富荣沪深300增强C,2021-01-18,2.0063,
004789.OF,富荣沪深300增强C,2021-01-19,1.9692,
004789.OF,富荣沪深300增强C,2021-01-20,1.9882,
004789.OF,富荣沪深300增强C,2021-01-21,2.0278,
004789.OF,富荣沪深300增强C,2021-01-22,2.0427,
004789.OF,富荣沪深300增强C,2021-01-25,2.075,
004789.OF,富荣沪深300增强C,2021-01-26,2.0397,
004789.OF,富荣沪深300增强C,2021-01-27,2.0613,
004789.OF,富荣沪深300增强C,2021-01-28,2.0247,
